Regione,ASL,Città,CAP,Indirizzo,dug,civico,Farmacie,"Data Adesione al
protocollo"
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Adria,45011,Via Carducci 19/b,Via Carducci,19b,Farmacia Alla Croce di Malta,2021-08-12T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Monselice,35043,Via Roma 6,Via Roma,6,Farmacia Beata Vergine della Salute,2021-08-24T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Rio Saliceto,42010,Piazza Carducci 22,Piazza Carducci,22,Farmacia Capretti S.A.S.,2021-08-09T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Legnago,37045,Via Casette 16,Via Casette,16,Farmacia Mazzon Dr.ssa Elena Chiavegato e C. S.A.S.,2021-08-10T00:00:00Z
050 - Veneto,502 - AZIENDA ULSS N. 2 MARCA TREVIGIANA,Oderzo,31046,Via G Garibaldi 18,Via G Garibaldi,18,Farmacia Opitergium di Hippo 13 Farma S.R.L.,2021-08-07T00:00:00Z
100 - Umbria,202 - AUSL UMBRIA N.2,Nocera Umbra,06025,P.Zza Umberto Primo 35 Nocera Umbra,P.Zza Umberto Primo,35,Farmacia San Rinaldo S.N.C.,2021-08-09T00:00:00Z
041 - Bolzano - P. A.,201 - AZIENDA SANITARIA DELL'ALTO ADIGE,Bolzano,39100,Via Parma 54,Via Parma,54,Alla Torre,2021-08-06T00:00:00Z
070 - Liguria,103 - GENOVESE,Genova,16122,Via Peschiera 3R,Via Peschiera,3r,Assarotti S.N.C. di Lancellotti Edilio E C.,2021-09-01T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Rolo,42047,Via Xxv Aprile 10,Via Xxv Aprile,10,Crema,2021-08-09T00:00:00Z
050 - Veneto,504 - AZIENDA ULSS N. 4 VENETO ORIENTALE,Portogruaro,30026,Viale Isonzo 24,Viale Isonzo,24,Farmacia ai Cedri Dr Fratto Francesco,2021-08-08T00:00:00Z
080 - Emilia Romagna,104 - MODENA,Modena,41121,Corso Canalchiaro 129,Corso Canalchiaro,129,Farmacia Bv della Salute S.R.L.,2021-08-09T00:00:00Z
100 - Umbria,202 - AUSL UMBRIA N.2,Norcia,06046,Corso Sertorio 8 Norcia,Corso Sertorio,8,Farmacia Centrale Norcia S.R.L.,2021-08-09T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Stienta,45039,Via Maffei 373,Via Maffei,373,Farmacia Dr. Umberto Roveroni,2021-08-09T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Monselice,35043,Piazza G Mazzini 25,Piazza G Mazzini,25,Farmacia Gasparetto,2021-08-11T00:00:00Z
050 - Veneto,508 - AZIENDA ULSS N. 8 BERICA,Isola Vicentina,36033,Via G Marconi 5,Via G Marconi,5,Farmacia Madonna dell'aiuto di Zanini Gabriele A,2021-08-09T00:00:00Z
050 - Veneto,501 - AZIENDA ULSS N. 1 DOLOMITI,Limana,32020,Via Roma 23,Via Roma,23,Farmacia Smerieri Snc della Dr.ssa Smerieri L. E,2021-08-10T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Legnago,37045,Via G Mazzini 2,Via G Mazzini,2,Farmacia Zanoni Giovanni S.A.S.,2021-08-16T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Comacchio,44022,Piazza Folegatti 27,Piazza Folegatti,27,Trepponti S.R.L.,2021-08-10T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Comacchio,44029,Via G Mameli 4/a Fraz Porto Garibaldi,Via G Mameli,4a,Adriatica del Dr. Giordano Fortini e C. S.A.S.,2021-08-09T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Occhiobello,45030,Via Maestre Boccafoglia 18-20,Via Maestre Boccafoglia,18-20,Farmacia Arduin Braga S.N.C.,2021-08-08T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Montagnana,35044,P.Zza Vittorio E. Secondo 8,P.Zza Vittorio E. Secondo,8,Farmacia Gambarin,2021-08-25T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Pellegrino Parmense,43047,Via Micheli 1/a,Via Micheli,1a,Farmacia San Giuseppe Srls,2021-09-06T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Angiari,37050,Via Lungo Bussè 890,Via Lungo Bussè,890,Farmacia Segala del Dott. Mauro Segala e C. S.N.C.,2021-08-10T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Rubiera,42048,Via Emilia Est 15/g,Via Emilia Est,15g,Preti,2021-08-09T00:00:00Z
100 - Umbria,202 - AUSL UMBRIA N.2,Norcia,06046,Via Giovanni Xxiii 8 Norcia,Via Giovanni Xxiii,8,San Benedetto,2021-08-06T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Lugagnano Val D'arda,29018,Piazza Iv Novembre 19,Piazza Iv Novembre,19,Sozzi,2021-08-10T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Badia Polesine,45021,Piazza Salute 3,Piazza Salute,3,Alla Madonna della Salute,2021-08-07T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Vernasca,29010,Via Roma 24,Via Roma,24,Farmacia di Vernasca Snc di Colombini I. e Quetti,2021-08-09T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Sant'ilario D'enza,42049,Piazza Iv Novembre 27,Piazza Iv Novembre,27,Farmacia Febbranti S.N.C.,2021-08-06T00:00:00Z
100 - Umbria,201 - AUSL UMBRIA N.1,Paciano,06060,Viale Roma 17,Viale Roma,17,Farmacia Iamurri Dott.ssa Chiara Prochowski Iamur,2021-08-09T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Piacenza,29100,Via Genova 20,Via Genova,20,Bonora,2021-08-09T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Montagnana,35044,Via Tempera 1,Via Tempera,1,Farm. Poletti di Poletti Giovanni Maria E C. S.N.C.,2021-08-11T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,San Martino In Rio,42018,Via Roma 44,Via Roma,44,Farmacia Ascari di Ascari Annamaria E C. S.N.C.,2021-08-09T00:00:00Z
050 - Veneto,508 - AZIENDA ULSS N. 8 BERICA,Lonigo,36045,Via Garibaldi 1,Via Garibaldi,1,Farmacia Cardi Alla Colomba D'oro S.N.C.,2021-08-10T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Costa di Rovigo,45023,Piazza S G Battista 157,Piazza S G Battista,157,Farmacia delle Grazie,2021-08-07T00:00:00Z
050 - Veneto,502 - AZIENDA ULSS N. 2 MARCA TREVIGIANA,Pieve del Grappa,31010,Via Roma 6,Via Roma,6,Farmacia Garbuio Federico,2021-08-28T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Roccabianca,43010,Piazza Cavour 15,Piazza Cavour,15,Farmacia Guasti,2021-08-08T00:00:00Z
130 - Abruzzo,202 - ASL 2 LANCIANO- VASTO-CHIETI,Orsogna,66036,P.Zza Mazzini 46,P.Zza Mazzini,46,Farmacia Nenna Dr. Giorgio,2021-08-15T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Copparo,44034,Viale Carducci 1/a e 1/b,Viale Carducci,1a e 1b,San Pietro S N C delle Dr.sse Briscagli Giorgia E,2021-08-25T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Copparo,44030,Via Donatori di Sangue 1 Fraz Tamara,Via Donatori di Sangue,1,Caselli,2021-08-09T00:00:00Z
130 - Abruzzo,201 - ASL 1 AVEZZANO-SULMONA- L'AQUILA,Bugnara,67030,Via UmbertoI,Via UmbertoI,,Domeneghetti Dr. Fabio,2021-08-09T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Montegrotto Terme,35036,Viale Stazione 5,Viale Stazione,5,Farmacia alle Terme S.A.S. Dott.ssa Lisa Carmignoto,2021-08-12T00:00:00Z
050 - Veneto,502 - AZIENDA ULSS N. 2 MARCA TREVIGIANA,Paese,31038,Via Pravato 2,Via Pravato,2,Farmacia Dr Burlini Antonio,2021-08-11T00:00:00Z
050 - Veneto,504 - AZIENDA ULSS N. 4 VENETO ORIENTALE,Jesolo,30016,Via Sauro 25,Via Sauro,25,Farmacia Internazionale,2021-08-10T00:00:00Z
100 - Umbria,201 - AUSL UMBRIA N.1,Passignano sul Trasimeno,06065,Viale Roma 36,Viale Roma,36,Farmacia S. Susta di L.Cogolli e C. S.N.C.,2021-08-06T00:00:00Z
080 - Emilia Romagna,104 - MODENA,Modena,41121,Corso Duomo 54,Corso Duomo,54,Farmacia San Marco S.N.C.,2021-08-23T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,San Polo D'enza,42020,Via a Gramsci 5,Via a Gramsci,5,Farmacia San Paolo S.N.C.,2021-08-09T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40133,Via Emilia Ponente 72/2,Via Emilia Ponente,72/2,S Viola S.N.C.,2021-08-10T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Scandiano,42019,Piazza Duca D'aosta 1/a,Piazza Duca D'aosta,1a,Farmacia Fiorentini S.N.C.,2021-08-06T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Terrazzo,37040,Via Baldini Sinistra 18,Via Baldini Sinistra,18,Farmacia Lora dei Dottori Filippo Lora E Federica,2021-08-10T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Ziano Piacentino,29010,Via Roma 78,Via Roma,78,Farmacia Santa Chiara,2021-08-12T00:00:00Z
050 - Veneto,501 - AZIENDA ULSS N. 1 DOLOMITI,Gosaldo,32020,Piazza S Giacomo 9,Piazza S Giacomo,9,Madonna delle Nevi del Dr. Galatone Donatello,2021-08-11T00:00:00Z
070 - Liguria,103 - GENOVESE,Genova,16156,Via L Rizzo 48R,Via L Rizzo,48r,Dr Pescetto Emilio,2021-08-06T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Ospedaletto Euganeo,35045,Via Roma Ovest 43,Via Roma Ovest,43,Farmacia Alla Beata Vergine Del Tresto della Dott.,2021-08-27T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Bevilacqua,37040,Via Roma  239,Via Roma,239,Farmacia D.ssa Erika Zerbinato,2021-08-25T00:00:00Z
130 - Abruzzo,201 - ASL 1 AVEZZANO-SULMONA- L'AQUILA,S. Pio delle Camere,67020,Via Cesare Battisti 17,Via Cesare Battisti,17,Farmacia D'onofrio S.A.S.,2021-08-10T00:00:00Z
050 - Veneto,507 - AZIENDA ULSS N. 7 PEDEMONTANA,Lugo di Vicenza,36030,Via S Giorgio 23,Via S Giorgio,23,Farmacia Dottor Boschetti Giambattista,2021-08-31T00:00:00Z
050 - Veneto,504 - AZIENDA ULSS N. 4 VENETO ORIENTALE,Cinto Caomaggiore,30020,Via Roma 91,Via Roma,91,Farmacia Dr Pancino Sas della Dr.ssa Valentina Pa,2021-08-07T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Parma,43123,Via Montebello 84 /d,Via Montebello,84,Farmacia Montebello del Dr Filippo Corso,2021-08-12T00:00:00Z
130 - Abruzzo,204 - TERAMO,Mosciano Sant'angelo,64023,Via Marconi 32,Via Marconi,32,Farmacia Moretti Aldo S.N.C.,2021-08-06T00:00:00Z
100 - Umbria,201 - AUSL UMBRIA N.1,Perugia,06132,Viale San Sisto 77/a,Viale San Sisto,77a,Farmacia Paolo Mariani e C. S.A.S.,2021-08-07T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Castelnovo Bariano,45030,Piazza Municipale 640,Piazza Municipale,640,Farmacia Prandini Pietro di Prandini Elisa,2021-08-15T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Ferriere,29024,Piazza della Repubblica 2,Piazza della Repubblica,2,Farmacia Scaramuzza del Dr. Danilo Scaramuzza e C.,2021-08-11T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40125,Via S Stefano 82,Via S Stefano,82,Ss Trinita' di Margherita Gherardi E Carla Lolli S.N.C.,2021-08-08T00:00:00Z
080 - Emilia Romagna,104 - MODENA,Modena,41124,Via Giardini 30-32,Via Giardini,30-32,Beata Vergine del Popolo S.R.L.,2021-08-09T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40121,Via dei Mille 7/2 Bc,Via dei Mille,7/2,dei Mille,2021-09-09T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Scandiano,42010,Via Per Scandiano 5 Arceto,Via Per Scandiano,5,Farmacia Arceto Dott. Camorani Marco S.A.S,2021-08-12T00:00:00Z
050 - Veneto,507 - AZIENDA ULSS N. 7 PEDEMONTANA,Lusiana,36046,Viale Europa 27,Viale Europa,27,Farmacia Balduzzo,2021-08-11T00:00:00Z
050 - Veneto,502 - AZIENDA ULSS N. 2 MARCA TREVIGIANA,Pieve di Soligo,31053,Piazza Umberto Primo  9,Piazza Umberto Primo,9,Farmacia Battistella S.A.S. Dott. Giacomo Battistella,2021-08-09T00:00:00Z
100 - Umbria,201 - AUSL UMBRIA N.1,Perugia,06128,Via Martiri dei Lager 48,Via Martiri dei Lager,48,Farmacia Bolli di Marcello Bolli e C. S.N.C,2021-08-06T00:00:00Z
070 - Liguria,103 - GENOVESE,Genova,16137,Corso Montegrappa 30-32-34r,Corso Montegrappa,30-32-34r,Farmacia Gemma di Nunziaclara Achille e C. S.A.S.,2021-08-09T00:00:00Z
130 - Abruzzo,202 - ASL 2 LANCIANO- VASTO-CHIETI,Ortona,66026,Via della Libertà 70,Via della Libertà,70,Farmacia Grilli del Dr. Pasquale Grilli E C. S.A.S.,2021-08-06T00:00:00Z
050 - Veneto,501 - AZIENDA ULSS N. 1 DOLOMITI,Alpago,32016,Vle Europa 9 ,Vle Europa,9,Pharma Future S.R.L.,2021-08-11T00:00:00Z
100 - Umbria,201 - AUSL UMBRIA N.1,Perugia,06135,Via della Scuola 34/a,Via della Scuola,34a,Farmacia Galeno S.A.S. di Irene Malucelli e C.,2021-08-06T00:00:00Z
080 - Emilia Romagna,104 - MODENA,Modena,41123,Via Tabacchi 5,Via Tabacchi,5,Farmacia Madonnina S.N.C.,2021-08-09T00:00:00Z
190 - Sicilia,204 - ASP ENNA,Enna,94100,Via Raffaello Sanzio 6,Via Raffaello Sanzio,6,Farmacia S. Anna della Dott.ssa E. Alerci S.A.S.,2021-08-10T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Castagnaro,37043,Via Dante Alighieri 200,Via Dante Alighieri,200,Farmacia San Nicola di Bazzoli Dr Alberto,2021-08-10T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Castelmassa,45035,Via C Battisti 46,Via C Battisti,46,Farmacia Sant'andrea Veronico Dott.ssa Gallerani C.,2021-08-10T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Toano,42010,Via Corso Trieste 21/a,Via Corso Trieste,21a,Farmacia Santa Teresa di Dallari Monica S.A.S.,2021-08-09T00:00:00Z
130 - Abruzzo,204 - TERAMO,Teramo,64100,Via Riccitelli 57,Via Riccitelli,57,Farmacia Sciarretta Snc di Mattia Elga e C.,2021-08-06T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40126,Via Altabella 14,Via Altabella,14,Oberdan di Francesca e Anna Marre' S.N.C.,2021-08-23T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Tresignana,44035,Via Firminianus 25/a ,Via Firminianus,25a,Santo Stefano dei Dr. V. Chinea e M. Ricco' S.N.C.,2021-08-10T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40123,Via M. D'azeglio 88,Via M. D'azeglio,88,Farmacia D'azeglio,2021-08-09T00:00:00Z
130 - Abruzzo,202 - ASL 2 LANCIANO- VASTO-CHIETI,Paglieta,66020,Piazza Marconi 4,Piazza Marconi,4,Farmacia di Nella Dott.ssa Erika Sciorilli,2021-08-09T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Besenzone,29010,Via Don Antonio Reboli 19,Via Don Antonio Reboli,19,Farmacia Dott. Davide Demalde',2021-08-11T00:00:00Z
050 - Veneto,502 - AZIENDA ULSS N. 2 MARCA TREVIGIANA,Ponzano Veneto,31050,Via dei Fanti 2 ,Via dei Fanti,2,Farmacia S.Francesco Dr.ssa Fabris R. Mattighello e C S.A.S.,2021-08-06T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Tresignana,44039,Viale Roma 10 ,Viale Roma,10,Farmacie Pasquali e C. S.A.S.,2021-08-10T00:00:00Z
190 - Sicilia,201 - ASP AGRIGENTO,Palma di Montechiaro,92020,C/so Odierna,C/so Odierna,,Alessi Paolo,2021-08-11T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Sissa Trecasali,43018,Via Matteotti 36/a ,Via Matteotti,36a,Farmacia Amadei Francesca,2021-08-10T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Padova,35139,Via Gorizia 1,Via Gorizia,1,Farmacia Centrale Bonazzi S.A.S.,2021-08-16T00:00:00Z
130 - Abruzzo,204 - TERAMO,Morro D'oro,64020,Via Nazionale 9 ,Via Nazionale,9,Farmacia Chierichetti di Chierichetti Patrizia e C.,2021-08-09T00:00:00Z
050 - Veneto,507 - AZIENDA ULSS N. 7 PEDEMONTANA,Marano Vicentino,36035,Piazza Silva 34,Piazza Silva,34,Farmacia Dott De Antoni,2021-08-09T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Lendinara,45026,Piazza Risorgimento 21,Piazza Risorgimento,21,Farmacia San Gaetano S.N.C Delle Dr.sse Zanetti,2021-08-07T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Roverchiara,37050,Via Roma 42,Via Roma,42,Farmacia Santa Rita della Dott.ssa Claudia Solda',2021-08-09T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Carpaneto Piacentino,29013,Viale Vittoria 1,Viale Vittoria,1,Farmacia Tirelli di Dott.ssa Alessandra Bronzoni,2021-09-07T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40122,Via S Felice 89,Via S Felice,89,Toschi S.N.C.,2021-08-09T00:00:00Z
070 - Liguria,103 - GENOVESE,Genova,16137,Via Canevari 278r,Via Canevari,278r,Canevari,2021-08-30T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Jolanda di Savoia,44037,Via Martiri 25/27,Via Martiri,25,"Corso dei Dottori Nicola, Alessandro E Giuseppe Co",2021-08-10T00:00:00Z
130 - Abruzzo,202 - ASL 2 LANCIANO- VASTO-CHIETI,Sambuceto,66020,Massimo D'azelio 1/abc,Massimo D'azelio,1abc,Farmacia degli Speziali Dott.Ri Guidino Di Nisio E,2021-08-07T00:00:00Z
050 - Veneto,507 - AZIENDA ULSS N. 7 PEDEMONTANA,Marostica,36063,Piazza Castello 35,Piazza Castello,35,Farmacia Riello della Dr.ssa Elena Riello e C. S.A.S.,2021-08-16T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Bobbio,29022,Piazza San Francesco 17,Piazza San Francesco,17,Farmacia San Francesco di Farmacie Garilli di Bobbio S.R.L.,2021-08-28T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Padova,35141,Via Sorio 6/1-6/2,Via Sorio,6/1-6/2,Farmacia San Giovanni,2021-08-17T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Sissa Trecasali,43018,Via Paolo Ferrari 4/a ,Via Paolo Ferrari,4a,Farmacia S Antonio di Villari Dr.ssa Concettina,2021-08-16T00:00:00Z
041 - Bolzano - P. A.,201 - AZIENDA SANITARIA DELL'ALTO ADIGE,Bolzano,39100,Via Carlo Maria Giulini 2,Via Carlo Maria Giulini,2,Farmacie Kura Sas di Dott:gerhard Tschager,2021-08-06T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40121,Via Ugo Bassi 1,Via Ugo Bassi,1,Reale Farmacia Zarri Srl Societa' Farmacia Novara,2021-09-03T00:00:00Z
041 - Bolzano - P. A.,201 - AZIENDA SANITARIA DELL'ALTO ADIGE,Bolzano,39100,Via Orazio 4,Via Orazio,4,Centrale,2021-08-07T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Cerea,37053,Via Municipio 4/a,Via Municipio,4a,Farmacia Albertini del Dott. Germano Albertini e C.,2021-08-08T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Padova,35129,Via Madonna del Rosario 130,Via Madonna del Rosario,130,Farmacia Cappellini S.A.S.,2021-08-09T00:00:00Z
130 - Abruzzo,204 - TERAMO,Roseto degli Abruzzi,64020,Via Nazionale Adriatica 101 ,Via Nazionale Adriatica,101,Farmacia Chierichetti di Chierichetti Patrizia e C.,2021-08-09T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Solignano,43043,Via Fondovalle 20,Via Fondovalle,20,Farmacia Iorio Maria,2021-08-09T00:00:00Z
050 - Veneto,507 - AZIENDA ULSS N. 7 PEDEMONTANA,Marostica,36063,Via Montello 16/b,Via Montello,16b,Farmacia Luca Antonio Caponi,2021-08-10T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Bergantino,45032,Piazza Matteotti 10,Piazza Matteotti,10,Farmacia Madonna Salute,2021-08-14T00:00:00Z
050 - Veneto,501 - AZIENDA ULSS N. 1 DOLOMITI,Belluno,32100,Via Giovanni Paolo I 43,Via Giovanni Paolo I,43,Farmacie Chimenti dei Dott Ri Angela E Giorgio Chimenti S.N.C.,2021-08-07T00:00:00Z
080 - Emilia Romagna,104 - MODENA,Montecreto,41025,Via Roma 88,Via Roma,88,Montecreto S.A.S.,2021-08-10T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Villa Minozzo,42030,Isolato Bellavista 3,Isolato Bellavista,3,Moratti Dott Luca Magnani,2021-08-09T00:00:00Z
050 - Veneto,505 - AZIENDA ULSS N. 5 POLESANA,Boara Pisani,35040,Via Meucci 2,Via Meucci,2,Farmacia Alla Fenice,2021-08-07T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Cerea,37053,Piazza Matteotti 5,Piazza Matteotti,5,Farmacia De Steffani di Maria Paola E Claudia,2021-08-09T00:00:00Z
050 - Veneto,506 - AZIENDA ULSS N. 6 EUGANEA,Padova,35138,Via Boccaccio 92/a,Via Boccaccio,92a,Farmacia Faccioli S.N.C.,2021-08-25T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Caorso,29012,Via Marconi 2/a,Via Marconi,2a,Farmacia Genesi S.N.C. di Genesi Patrizia e C.,2021-08-09T00:00:00Z
050 - Veneto,507 - AZIENDA ULSS N. 7 PEDEMONTANA,Crosara di Marostica,36063,Via Sisemol 64,Via Sisemol,64,Farmacia Tres di Tres Giovanni Battista e Chiara S,2021-08-10T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Sorbolo Mezzani,43058,Via Italo Focherini 11 ,Via Italo Focherini,11,Farmacia di Sorbolo S.N.C. di Busani Dr Franco e C.,2021-08-09T00:00:00Z
130 - Abruzzo,204 - TERAMO,Giulianova,64022,Via Trieste 159 ,Via Trieste,159,Giulianova Patrimonio,2021-08-06T00:00:00Z
080 - Emilia Romagna,104 - MODENA,Montefiorino,41045,Piazza Europa 4,Piazza Europa,4,Mori,2021-08-09T00:00:00Z
190 - Sicilia,202 - ASP CALTANISSETTA,Gela,93012,Via Verga 112,Via Verga,112,Pintaudi Maria Grazia,2021-08-10T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Casalgrande,42013,Via Reverberi 27/d,Via Reverberi,27d,Salvaterra del Dr. Alberto Fontana E C. S.A.S.,2021-08-10T00:00:00Z
080 - Emilia Romagna,105 - BOLOGNA,Bologna,40139,Via Sardegna 1,Via Sardegna,1,Zincone S.N.C.,2021-08-11T00:00:00Z
050 - Veneto,507 - AZIENDA ULSS N. 7 PEDEMONTANA,Mason Vicentino,36064,Via Braglio 2,Via Braglio,2,Farmacia All'angelo del Dott. Antonio Francesco Pe,2021-08-16T00:00:00Z
050 - Veneto,503 - AZIENDA ULSS N. 3 SERENISSIMA,Venezia,30122,Castello 4513,Castello,4513,Farmacia al Lupo Coronato,2021-08-13T00:00:00Z
100 - Umbria,201 - AUSL UMBRIA N.1,Perugia,06121,L.Go Cacciatori delle Alpi 2,L.Go Cacciatori delle Alpi,2,Farmacia C.Rossi di Massimo Rossi S.A.S.,2021-08-07T00:00:00Z
080 - Emilia Romagna,102 - PARMA,Torrile,43056,Str. Prov. Asolana 36/1 ,Str. Prov. Asolana,36/1,Farmacia Cordero,2021-08-11T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,Gropparello,29025,Piazza Roma 8,Piazza Roma,8,Farmacia Dott. Maiocchi,2021-08-09T00:00:00Z
180 - Calabria,201 - ASP DI COSENZA,S. Domenica Talao,87020,Via Xxiv Maggio 8,Via Xxiv Maggio,8,Farmacia Dott.ssa Valentina Introini,2021-08-12T00:00:00Z
050 - Veneto,509 - AZIENDA ULSS N. 9 SCALIGERA,Casaleone,37052,Via V Veneto 43,Via V Veneto,43,Farmacia Fides Snc della Dott.ssa Elvina Margutti,2021-08-12T00:00:00Z
050 - Veneto,502 - AZIENDA ULSS N. 2 MARCA TREVIGIANA,Quinto di Treviso,31055,Via Vittorio Emanuele 13,Via Vittorio Emanuele,13,Farmacia Girardi S.A.S.,2021-08-06T00:00:00Z
130 - Abruzzo,204 - TERAMO,Bellante,64020,Piazza Mazzini 4,Piazza Mazzini,4,Farmacia Morelli Dott. Giovanna,2021-08-09T00:00:00Z
130 - Abruzzo,201 - ASL 1 AVEZZANO-SULMONA- L'AQUILA,Collelongo,67050,Via Roma 102,Via Roma,102,Felli D.ssa Laura,2021-08-10T00:00:00Z
080 - Emilia Romagna,103 - REGGIO EMILIA,Rubiera,42048,Via Emilia Ovest 9,Via Emilia Ovest,9,Molinari Maria S.A.S. di Bertolini Marco,2021-08-09T00:00:00Z
041 - Bolzano - P. A.,201 - AZIENDA SANITARIA DELL'ALTO ADIGE,Bolzano,39100,Via Firenze 56,Via Firenze,56,Paris,2021-08-06T00:00:00Z
080 - Emilia Romagna,109 - FERRARA,Fiscaglia,44025,Via Matteotti 46/a,Via Matteotti,46a,Zanella S.N.C. dei Dottori Marco Maresti e Claudia,2021-08-11T00:00:00Z
180 - Calabria,201 - ASP DI COSENZA,Paola,87027,Corso Roma 1,Corso Roma,1,Farmacia Centrale Dr. Livio Francesco Sganga,2021-08-10T00:00:00Z
080 - Emilia Romagna,101 - PIACENZA,San Giorgio Piacentino,29019,Piazza Marconi 2/a,Piazza Marconi,2a,Farmacia Croci del Dottor Croci Paolo,2021-08-18T00:00:00Z
130 - Abruzzo,204 - TERAMO,Martinsicuro,64014,Via Tordino,Via Tordino,,Farmacia N.71 del Principe Palmina,2021-08-06T00:00:00Z
050 - Veneto,502 - AZIENDA ULSS N. 2 MARCA TREVIGIANA,Resana,31023,Via Castellana 10,Via Castellana,10,Farmacia Pilla Italia,2021-08-09T00:00:00Z
130 - Abruzzo,201 - ASL 1 AVEZZANO-SULMONA- L'AQUILA,Scurcola Marsicana,67063,P.Zza Risorgimento 19,P.Zza Risorgimento,19,Ferrari D.ssa Paola,2021-08-06T00:00:00Z
